quiver exchange matrix,mutation acyclic,mutation abundant,mutation complete,mutation connected,mutation equivalent to a quiver with a mutation-cyclic 3-vertex subquiver,mutation finite,finite forkless part,finite preforkless part,surface quiver,mutation equivalent to a quiver with a vortex subquiver,totally proper,Alexander polynomial,number of vertices,determinant of exchange matrix,gcd vector,rank of exchange matrix,determinant of companion modulo 4,mutation cycle in class,minimum number of arrows in class,class index
[0 -11 6 -5 11 0 -2 -1 -6 2 0 1 5 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -10 7 -1 10 0 -2 1 -7 2 0 -1 1 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -8 5 -1 8 0 -2 3 -5 2 0 -1 1 -3 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -5 1 1 5 0 -1 -1 -1 1 0 -1 -1 1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -5 1 1 5 0 -1 -1 -1 1 0 1 -1 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -4 -1 2 4 0 1 -1 1 -1 0 -1 -2 1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -4 1 -1 4 0 -2 1 -1 2 0 -1 1 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -4 2 -1 4 0 -1 1 -2 1 0 1 1 -1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -4 7 1 4 0 -26 -5 -7 26 0 1 -1 5 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -4 7 5 4 0 -2 -1 -7 2 0 -2 -5 1 2 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -3 -1 1 3 0 1 -2 1 -1 0 -2 -1 2 2 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -3 4 2 3 0 -1 -1 -4 1 0 -1 -2 1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 -2 1 2 0 1 1 2 -1 0 -1 -1 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 -1 -1 2 0 2 -1 1 -2 0 1 1 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 -1 1 2 0 -2 -1 1 2 0 -4 -1 1 4 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 -1 1 2 0 -2 -1 1 2 0 1 -1 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 -1 4 2 0 2 -9 1 -2 0 -3 -4 9 3 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 -1 4 2 0 2 -1 1 -2 0 1 -4 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 -1 5 2 0 -2 7 1 2 0 -4 -5 -7 4 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 1 -2 2 0 -4 1 -1 4 0 1 2 -1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 1 1 2 0 2 -1 -1 -2 0 -1 -1 1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 1 1 2 0 2 -1 -1 -2 0 4 -1 1 -4 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 1 3 2 0 -4 -5 -1 4 0 -1 -3 5 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 2 -1 2 0 -5 -1 -2 5 0 1 1 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 4 5 2 0 -1 -3 -4 1 0 1 -5 3 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 5 -4 2 0 -2 1 -5 2 0 -1 4 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 5 1 2 0 -8 -1 -5 8 0 1 -1 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 5 1 2 0 -2 1 -5 2 0 -1 -1 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 6 -1 2 0 -1 -1 -6 1 0 1 1 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -2 7 1 2 0 -4 -1 -7 4 0 -1 -1 1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 -4 1 1 0 -2 1 4 2 0 -3 -1 -1 3 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 -2 1 1 0 -2 3 2 2 0 -1 -1 -3 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 -1 -1 1 0 -3 1 1 3 0 -1 1 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 -1 1 1 0 2 1 1 -2 0 -2 -1 -1 2 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 -1 2 1 0 1 2 1 -1 0 -1 -2 -2 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 -1 3 1 0 -1 -1 1 1 0 1 -3 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 1 -2 1 0 3 -2 -1 -3 0 1 2 2 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 1 -1 1 0 -3 -1 -1 3 0 -1 1 1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 1 -1 1 0 -2 1 -1 2 0 -4 1 -1 4 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 1 1 1 0 1 -3 -1 -1 0 -1 -1 3 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 1 2 1 0 3 -1 -1 -3 0 2 -2 1 -2 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 1 3 1 0 1 -1 -1 -1 0 -1 -3 1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 2 -1 1 0 2 1 -2 -2 0 1 1 -1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 4 1 1 0 -1 -2 -4 1 0 2 -1 2 -2 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 5 -1 1 0 -9 1 -5 9 0 -1 1 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -1 6 -1 1 0 -4 -1 -6 4 0 5 1 1 -5 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 1 -6 1 -1 0 1 1 6 -1 0 -2 -1 -1 2 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 1 -6 1 -1 0 2 -1 6 -2 0 -1 -1 1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 1 -4 -1 -1 0 3 -1 4 -3 0 2 1 1 -2 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 1 -2 1 -1 0 4 1 2 -4 0 -1 -1 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 1 -2 2 -1 0 1 1 2 -1 0 1 -2 -1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 1 -1 1 -1 0 -2 -1 1 2 0 -2 -1 1 2 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 1 -1 1 -1 0 5 -1 1 -5 0 1 -1 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 1 -1 2 -1 0 4 -2 1 -4 0 -1 -2 2 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 1 1 -4 -1 0 -3 2 -1 3 0 -5 4 -2 5 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 1 1 -3 -1 0 -1 2 -1 1 0 4 3 -2 -4 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 1 1 -1 -1 0 2 -5 -1 -2 0 2 1 5 -2 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 1 1 1 -1 0 -3 1 -1 3 0 -1 -1 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 1 1 1 -1 0 1 -1 -1 -1 0 3 -1 1 -3 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 1 2 -1 -1 0 -2 -1 -2 2 0 1 1 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 -11 -1 -2 0 8 1 11 -8 0 1 1 -1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 -5 -1 -2 0 2 1 5 -2 0 1 1 -1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 -5 -1 -2 0 8 3 5 -8 0 -1 1 -3 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 -3 4 -2 0 1 1 3 -1 0 -1 -4 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 -2 1 -2 0 -1 -1 2 1 0 -1 -1 1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 -2 1 -2 0 -1 4 2 1 0 -1 -1 -4 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 -1 -3 -2 0 -2 1 1 2 0 -1 3 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 -1 -1 -2 0 4 1 1 -4 0 -1 1 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 -1 -1 -2 0 4 1 1 -4 0 4 1 -1 -4 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 -1 2 -2 0 -2 1 1 2 0 -1 -2 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 -1 3 -2 0 4 -9 1 -4 0 1 -3 9 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 1 -4 -2 0 2 -1 -1 -2 0 1 4 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 1 -2 -2 0 -1 -1 -1 1 0 1 2 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 1 -1 -2 0 -2 1 -1 2 0 -3 1 -1 3 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 1 -1 -2 0 -2 1 -1 2 0 2 1 -1 -2 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 1 1 -2 0 2 -1 -1 -2 0 1 -1 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 2 -1 -2 0 1 -2 -2 -1 0 1 1 2 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 2 2 -1 -2 0 1 3 -2 -1 0 1 1 -3 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 3 -1 -1 -3 0 -1 1 1 1 0 1 1 -1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 3 1 -1 -3 0 1 1 -1 -1 0 -1 1 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 4 -8 1 -4 0 1 1 8 -1 0 -1 -1 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 4 -7 -1 -4 0 2 -1 7 -2 0 1 1 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 4 -2 -1 -4 0 1 -1 2 -1 0 2 1 1 -2 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 4 -2 1 -4 0 7 1 2 -7 0 -1 -1 -1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 4 -1 -1 -4 0 2 -5 1 -2 0 3 1 5 -3 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 4 -1 1 -4 0 2 1 1 -2 0 -2 -1 -1 2 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 4 -1 1 -4 0 3 -2 1 -3 0 1 -1 2 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 4 1 -1 -4 0 4 -1 -1 -4 0 2 1 1 -2 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 5 -4 -4 -5 0 1 1 4 -1 0 1 4 -1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 5 -1 -1 -5 0 4 4 1 -4 0 1 1 -4 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 8 -5 1 -8 0 2 -1 5 -2 0 1 -1 1 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 8 -5 1 -8 0 38 3 5 -38 0 -6 -1 -3 6 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 13 4 -3 -13 0 -4 5 -4 4 0 1 3 -5 -1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 38 -5 6 -38 0 8 -1 5 -8 0 -1 -6 1 1 0],F,F,NULL,T,NULL,F,F,NULL,F,T,F,[1 13 -3 13 1],4,25,[1 1 1 1],4,1,T,22,438
[0 -38 5 -1 38 0 -8 3 -5 8 0 0 1 -3 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -11 -2 3 11 0 -4 -3 2 4 0 -1 -3 3 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -8 5 -1 8 0 -38 1 -5 38 0 5 1 -1 -5 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -8 11 9 8 0 -2 -1 -11 2 0 0 -9 1 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -7 -7 5 7 0 0 -1 7 0 0 -2 -5 1 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -7 -1 3 7 0 -4 5 1 4 0 -2 -3 -5 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -7 1 1 7 0 4 -3 -1 -4 0 2 -1 3 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -4 1 -1 4 0 -2 3 -1 2 0 -2 1 -3 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -3 -1 1 3 0 0 -2 1 0 0 -3 -1 2 3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -3 -1 2 3 0 0 -1 1 0 0 2 -2 1 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -3 1 -2 3 0 0 -2 -1 0 0 3 2 2 -3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -3 1 1 3 0 -3 -2 -1 3 0 2 -1 2 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -3 1 2 3 0 0 -1 -1 0 0 -2 -2 1 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -2 -3 1 2 0 0 1 3 0 0 -2 -1 -1 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -2 -1 -1 2 0 2 -1 1 -2 0 2 1 1 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -2 -1 3 2 0 2 -5 1 -2 0 -3 -3 5 3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -2 1 -3 2 0 -4 3 -1 4 0 1 3 -3 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -2 1 3 2 0 -4 -5 -1 4 0 0 -3 5 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -2 3 -5 2 0 0 1 -3 0 0 2 5 -1 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -2 3 -1 2 0 -6 -1 -3 6 0 1 1 1 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -2 3 5 2 0 0 -3 -3 0 0 1 -5 3 -1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -2 5 -1 2 0 -2 -1 -5 2 0 0 1 1 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -2 5 1 2 0 -2 1 -5 2 0 0 -1 -1 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -1 -5 1 1 0 8 -3 5 -8 0 0 -1 3 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -1 -1 3 1 0 -2 -1 1 2 0 0 -3 1 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -1 1 3 1 0 2 -1 -1 -2 0 0 -3 1 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -1 2 -1 1 0 0 2 -2 0 0 3 1 -2 -3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -1 2 1 1 0 0 -3 -2 0 0 -1 -1 3 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 -1 5 -2 1 0 0 1 -5 0 0 2 2 -1 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 1 -3 2 -1 0 2 1 3 -2 0 0 -2 -1 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 1 1 -3 -1 0 -2 2 -1 2 0 3 3 -2 -3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 2 -5 -1 -2 0 8 3 5 -8 0 0 1 -3 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 2 -5 1 -2 0 8 -1 5 -8 0 -5 -1 1 5 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 2 -3 1 -2 0 0 -1 3 0 0 -2 -1 1 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 2 -3 2 -2 0 0 3 3 0 0 -1 -2 -3 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 2 -1 -3 -2 0 -2 1 1 2 0 0 3 -1 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 2 -1 -2 -2 0 4 3 1 -4 0 -1 2 -3 1 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 2 -1 3 -2 0 -2 3 1 2 0 -2 -3 -3 2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 2 -1 3 -2 0 4 -5 1 -4 0 0 -3 5 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 2 1 -3 -2 0 2 1 -1 -2 0 0 3 -1 0 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 2 1 -2 -2 0 -2 3 -1 2 0 3 2 -3 -3 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
[0 2 1 1 -2 0 2 -1 -1 -2 0 2 -1 1 -2 0],F,F,F,T,NULL,F,F,NULL,F,T,F,[1 13 21 13 1],4,49,[1 1 1 1],4,1,T,55,439
