quiver exchange matrix,mutation acyclic,mutation abundant,mutation complete,mutation connected,mutation equivalent to a quiver with a mutation-cyclic 3-vertex subquiver,mutation finite,finite forkless part,finite preforkless part,surface quiver,mutation equivalent to a quiver with a vortex subquiver,totally proper,Alexander polynomial,number of vertices,determinant of exchange matrix,gcd vector,rank of exchange matrix,determinant of companion modulo 4,mutation cycle in class,minimum number of arrows in class,class index
[0 2 -2 6 -2 0 -1 3 2 1 0 -2 -6 -3 2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 2 2 -6 -2 0 -1 2 -2 1 0 -3 6 -2 3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 2 2 -6 -2 0 1 -3 -2 -1 0 2 6 3 -2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 2 2 -2 -2 0 -1 -2 -2 1 0 -1 2 2 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 2 2 -2 -2 0 1 -1 -2 -1 0 -2 2 1 2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 2 2 2 -2 0 -2 -1 -2 2 0 -1 -2 1 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 2 2 2 -2 0 -1 -2 -2 1 0 1 -2 2 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 2 2 2 -2 0 -1 2 -2 1 0 1 -2 -2 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 2 2 2 -2 0 1 1 -2 -1 0 -2 -2 -1 2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 2 2 2 -2 0 1 1 -2 -1 0 2 -2 -1 -2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 2 2 2 -2 0 2 -1 -2 -2 0 -1 -2 1 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 2 4 -4 -2 0 -3 1 -4 3 0 -2 4 -1 2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 2 6 -2 -2 0 3 -1 -6 -3 0 2 2 1 -2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 2 12 -4 -2 0 -1 1 -12 1 0 2 4 -1 -2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 4 -20 6 -4 0 -2 1 20 2 0 -3 -6 -1 3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 4 -6 -2 -4 0 -1 1 6 1 0 -3 2 -1 3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 4 -4 2 -4 0 -2 3 4 2 0 -1 -2 -3 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 4 -2 -6 -4 0 1 -1 2 -1 0 3 6 1 -3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 4 -2 -2 -4 0 -3 1 2 3 0 -1 2 -1 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 4 -2 -2 -4 0 1 -3 2 -1 0 1 2 3 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 4 -2 4 -4 0 1 -2 2 -1 0 -1 -4 2 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 4 -2 4 -4 0 1 2 2 -1 0 -1 -4 -2 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 4 2 -4 -4 0 3 -2 -2 -3 0 1 4 2 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 4 4 -2 -4 0 -2 1 -4 2 0 1 2 -1 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 4 4 -2 -4 0 2 1 -4 -2 0 1 2 -1 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 4 6 -20 -4 0 1 -2 -6 -1 0 3 20 2 -3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 6 -20 4 -6 0 3 -1 20 -3 0 2 -4 1 -2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 6 -10 -10 -6 0 1 2 10 -1 0 -1 10 -2 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 6 -10 -10 -6 0 2 1 10 -2 0 1 10 -1 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 6 -2 2 -6 0 2 -3 2 -2 0 1 -2 3 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 6 2 -2 -6 0 -3 2 -2 3 0 -1 2 -2 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 6 4 -20 -6 0 -1 3 -4 1 0 -2 20 -3 2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 10 -20 -4 -10 0 1 1 20 -1 0 -2 4 -1 2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 10 -14 -10 -10 0 2 -1 14 -2 0 3 10 1 -3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 10 -10 -14 -10 0 -1 2 10 1 0 -3 14 -2 3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 10 -4 -20 -10 0 1 1 4 -1 0 2 20 -1 -2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 12 -4 2 -12 0 2 1 4 -2 0 -1 -2 -1 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 12 -2 -2 -12 0 -1 3 2 1 0 -1 2 -3 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 12 -2 -2 -12 0 3 -1 2 -3 0 1 2 1 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 12 2 -4 -12 0 1 2 -2 -1 0 1 4 -2 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 14 -12 20 -14 0 1 1 12 -1 0 -2 -20 -1 2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 14 20 -12 -14 0 1 1 -20 -1 0 2 12 -1 -2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 20 -12 14 -20 0 2 -1 12 -2 0 -1 -14 1 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 20 14 -12 -20 0 -1 2 -14 1 0 1 12 -2 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 34 -12 -2 -34 0 3 -2 12 -3 0 1 2 2 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 34 -2 -12 -34 0 -2 3 2 2 0 -1 12 -3 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 40 -66 40 1],4,16,[2 1 1 1],4,0,T,38,5
[0 -14 6 4 14 0 -2 -1 -6 2 0 0 -4 1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -10 6 -4 10 0 -2 1 -6 2 0 0 4 -1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -8 14 6 8 0 -2 -1 -14 2 0 0 -6 1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -6 10 2 6 0 -2 1 -10 2 0 -2 -2 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -6 14 -2 6 0 0 -1 -14 0 0 2 2 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -4 -14 10 4 0 -2 1 14 2 0 -2 -10 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -4 -6 2 4 0 0 -1 6 0 0 -2 -2 1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -4 2 2 4 0 2 -1 -2 -2 0 2 -2 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -4 6 -10 4 0 0 -1 -6 0 0 2 10 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -2 -6 4 2 0 2 -1 6 -2 0 0 -4 1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -2 -2 -2 2 0 -2 -1 2 2 0 0 2 1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -2 -2 -2 2 0 0 1 2 0 0 2 2 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -2 -2 2 2 0 -2 1 2 2 0 0 -2 -1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -2 -2 8 2 0 0 -1 2 0 0 -2 -8 1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -2 2 -2 2 0 0 1 -2 0 0 -2 2 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -2 2 -2 2 0 2 -1 -2 -2 0 0 2 1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -2 2 2 2 0 2 1 -2 -2 0 0 -2 -1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -2 2 4 2 0 0 -1 -2 0 0 2 -4 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -2 14 -6 2 0 -2 1 -14 2 0 0 6 -1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 2 -6 -4 -2 0 2 1 6 -2 0 0 4 -1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 2 -6 2 -2 0 -2 1 6 2 0 -2 -2 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 2 -6 2 -2 0 2 -1 6 -2 0 2 -2 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 2 -2 -2 -2 0 0 -1 2 0 0 2 2 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 2 -2 6 -2 0 0 1 2 0 0 -2 -6 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 2 2 -4 -2 0 -2 1 -2 2 0 -2 4 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 2 2 -2 -2 0 0 -1 -2 0 0 -2 2 1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 2 2 2 -2 0 -2 -1 -2 2 0 0 -2 1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 2 2 2 -2 0 0 1 -2 0 0 2 -2 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 2 10 -6 -2 0 2 -1 -10 -2 0 2 6 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 4 -6 -2 -4 0 0 1 6 0 0 -2 2 -1 2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 4 2 -2 -4 0 -2 1 -2 2 0 0 2 -1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 4 6 -14 -4 0 0 1 -6 0 0 2 14 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 6 -2 2 -6 0 2 -1 2 -2 0 0 -2 1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 6 14 -8 -6 0 0 1 -14 0 0 2 8 -1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 8 -2 -2 -8 0 2 1 2 -2 0 0 2 -1 0 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 10 -14 -4 -10 0 2 -1 14 -2 0 2 4 1 -2 0],T,F,F,T,F,F,F,NULL,F,F,T,[1 25 -48 25 1],4,4,[2 1 2 1],4,0,T,27,6
[0 -22 -6 10 22 0 -1 -2 6 1 0 -1 -10 2 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -22 4 6 22 0 -3 1 -4 3 0 -1 -6 -1 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -22 6 4 22 0 1 -3 -6 -1 0 1 -4 3 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -22 10 -6 22 0 -2 -1 -10 2 0 1 6 1 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -10 -4 6 10 0 3 -2 4 -3 0 1 -6 2 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -10 -2 4 10 0 -2 -1 2 2 0 -1 -4 1 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -10 2 2 10 0 -3 2 -2 3 0 -1 -2 -2 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -10 2 2 10 0 2 -3 -2 -2 0 1 -2 3 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -10 4 -2 10 0 -1 -2 -4 1 0 1 2 2 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -10 6 -4 10 0 -2 3 -6 2 0 -1 4 -3 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -10 6 22 10 0 -1 -2 -6 1 0 -1 -22 2 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -10 22 6 10 0 -2 -1 -22 2 0 1 -6 1 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -6 -22 10 6 0 1 -1 22 -1 0 -2 -10 1 2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -6 -4 2 6 0 1 -2 4 -1 0 -1 -2 2 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -6 -4 22 6 0 -1 1 4 1 0 -3 -22 -1 3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -6 2 -4 6 0 -2 1 -2 2 0 1 4 -1 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -6 4 10 6 0 1 -2 -4 -1 0 3 -10 2 -3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -6 10 -22 6 0 -1 1 -10 1 0 2 22 -1 -2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -6 10 4 6 0 -2 1 -10 2 0 -3 -4 -1 3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -6 22 -4 6 0 1 -1 -22 -1 0 3 4 1 -3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -4 -10 6 4 0 -3 1 10 3 0 -2 -6 -1 2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -4 -6 2 4 0 -1 -1 6 1 0 -2 -2 1 2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -4 -6 22 4 0 1 -3 6 -1 0 1 -22 3 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -4 -2 2 4 0 3 -1 2 -3 0 1 -2 1 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -4 2 -6 4 0 -1 -1 -2 1 0 2 6 1 -2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -4 2 -2 4 0 -1 3 -2 1 0 -1 2 -3 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -4 2 2 4 0 -1 3 -2 1 0 -2 -2 -3 2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -4 2 2 4 0 3 -1 -2 -3 0 2 -2 1 -2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -4 2 10 4 0 -1 -1 -2 1 0 -2 -10 1 2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -4 6 -10 4 0 1 -3 -6 -1 0 2 10 3 -2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -4 10 2 4 0 -1 -1 -10 1 0 2 -2 1 -2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -4 22 -6 4 0 -3 1 -22 3 0 -1 6 -1 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 -10 4 2 0 2 -1 10 -2 0 -1 -4 1 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 -4 2 2 0 -3 1 4 3 0 -1 -2 -1 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 -2 -2 2 0 -2 -1 2 2 0 1 2 1 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 -2 -2 2 0 -1 -2 2 1 0 -1 2 2 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 -2 -2 2 0 -1 1 2 1 0 2 2 -1 -2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 -2 -2 2 0 1 -1 2 -1 0 -2 2 1 2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 -2 -2 2 0 1 2 2 -1 0 1 2 -2 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 -2 -2 2 0 2 1 2 -2 0 -1 2 -1 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 -2 2 2 0 -1 2 2 1 0 1 -2 -2 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 -2 2 2 0 1 1 2 -1 0 2 -2 -1 -2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 -2 4 2 0 -2 3 2 2 0 -1 -4 -3 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 -2 4 2 0 2 -1 2 -2 0 3 -4 1 -3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 -2 10 2 0 -1 2 2 1 0 -3 -10 -2 3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 -2 10 2 0 1 -3 2 -1 0 2 -10 3 -2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 2 -4 2 0 1 -3 -2 -1 0 1 4 3 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 2 -2 2 0 1 1 -2 -1 0 -2 2 -1 2 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 2 -2 2 0 2 -1 -2 -2 0 -1 2 1 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 2 2 2 0 1 2 -2 -1 0 -1 -2 -2 1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 2 2 2 0 2 1 -2 -2 0 1 -2 -1 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 2 4 2 0 1 -1 -2 -1 0 3 -4 1 -3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 4 -10 2 0 -1 2 -4 1 0 1 10 -2 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 4 -2 2 0 -1 2 -4 1 0 -3 2 -2 3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 4 -2 2 0 3 -2 -4 -3 0 1 2 2 -1 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
[0 -2 4 2 2 0 -1 1 -4 1 0 -3 -2 -1 3 0],T,F,NULL,T,F,F,F,NULL,F,F,T,[1 36 -74 36 1],4,0,[2 1 1 1],2,0,T,42,7
